,Date,Symbol,Open,High,Low,Close,Volume From,Volume To
76,2018-11-08 19:00:00,BTCUSD,6418.99,6418.99,6415.13,6416.0,161.66,1037175.42
77,2018-11-08 18:00:00,BTCUSD,6424.16,6430.27,6416.96,6418.99,170.18,1093094.64
78,2018-11-08 17:00:00,BTCUSD,6427.02,6427.02,6408.88,6424.16,178.08,1142939.28
79,2018-11-08 16:00:00,BTCUSD,6462.27,6462.27,6391.99,6427.02,1007.67,6469256.38
80,2018-11-08 15:00:00,BTCUSD,6485.94,6486.39,6462.26,6462.27,189.95,1229549.03
81,2018-11-08 14:00:00,BTCUSD,6478.25,6490.34,6470.63,6485.94,230.73,1495748.41
82,2018-11-08 13:00:00,BTCUSD,6472.91,6482.41,6464.3,6478.25,114.01,738196.22
83,2018-11-08 00:00:00,BTCUSD,6454.58,6473.98,6454.57,6472.91,122.18,789728.91
84,2018-11-08 11:00:00,BTCUSD,6460.01,6464.99,6452.5,6454.58,80.4,519349.89
85,2018-11-08 10:00:00,BTCUSD,6451.46,6461.97,6451.45,6460.01,73.97,477459.98
86,2018-11-08 09:00:00,BTCUSD,6451.0,6451.46,6450.0,6451.46,51.57,332635.93
87,2018-11-08 08:00:00,BTCUSD,6455.38,6460.23,6451.0,6451.0,38.59,249197.73
88,2018-11-08 07:00:00,BTCUSD,6450.29,6456.0,6450.28,6455.38,62.38,402425.01
89,2018-11-08 06:00:00,BTCUSD,6450.01,6451.22,6450.0,6450.29,66.94,431824.12
90,2018-11-08 05:00:00,BTCUSD,6455.0,6457.0,6450.0,6450.01,88.39,570361.57
91,2018-11-08 04:00:00,BTCUSD,6443.72,6457.07,6441.0,6455.0,235.04,1516332.01
92,2018-11-08 03:00:00,BTCUSD,6467.27,6467.27,6441.01,6443.72,388.93,2510368.19
93,2018-11-08 02:00:00,BTCUSD,6492.91,6500.0,6454.1,6467.27,375.13,2428942.29
94,2018-11-08 01:00:00,BTCUSD,6503.33,6506.5,6492.35,6492.91,166.55,1082474.63
95,2018-11-08 12:00:00,BTCUSD,6503.12,6511.88,6502.3,6503.33,221.52,1441502.09
96,2018-11-07 23:00:00,BTCUSD,6499.8,6504.0,6494.07,6503.12,147.68,959838.99
97,2018-11-07 22:00:00,BTCUSD,6499.83,6501.01,6499.8,6499.8,223.95,1455699.21
98,2018-11-07 21:00:00,BTCUSD,6506.99,6507.0,6499.82,6499.83,174.34,1133305.86
99,2018-11-07 20:00:00,BTCUSD,6511.01,6511.01,6506.99,6506.99,194.99,1269345.87
100,2018-11-07 19:00:00,BTCUSD,6510.92,6514.0,6510.91,6511.01,208.81,1359935.19
101,2018-11-07 18:00:00,BTCUSD,6509.99,6513.95,6509.98,6510.92,303.59,1976370.54
102,2018-11-07 17:00:00,BTCUSD,6506.99,6510.0,6506.99,6509.99,266.26,1733272.82
103,2018-11-07 16:00:00,BTCUSD,6494.99,6507.0,6494.99,6506.99,312.48,2031694.06
104,2018-11-07 15:00:00,BTCUSD,6499.98,6499.98,6490.1,6494.99,204.46,1327887.42
105,2018-11-07 14:00:00,BTCUSD,6514.35,6519.05,6494.0,6499.98,251.07,1632985.67
106,2018-11-07 13:00:00,BTCUSD,6502.03,6516.37,6502.0,6514.35,157.95,1027883.4
107,2018-11-07 00:00:00,BTCUSD,6505.0,6508.07,6501.01,6502.03,96.53,627878.85
108,2018-11-07 11:00:00,BTCUSD,6506.84,6509.04,6490.88,6505.0,75.88,493258.8
109,2018-11-07 10:00:00,BTCUSD,6507.77,6507.97,6502.0,6506.84,70.32,457429.08
110,2018-11-07 09:00:00,BTCUSD,6517.65,6522.81,6507.75,6507.77,73.16,476512.66
111,2018-11-07 08:00:00,BTCUSD,6502.0,6526.81,6502.0,6517.65,178.44,1162675.71
112,2018-11-07 07:00:00,BTCUSD,6506.74,6513.65,6502.0,6502.0,81.04,527363.2
113,2018-11-07 06:00:00,BTCUSD,6507.96,6507.96,6500.01,6506.74,76.01,494268.74
114,2018-11-07 05:00:00,BTCUSD,6496.9,6509.0,6496.9,6507.96,117.78,765954.07
115,2018-11-07 04:00:00,BTCUSD,6509.2,6509.56,6496.0,6496.9,201.97,1313848.92
116,2018-11-07 03:00:00,BTCUSD,6517.36,6528.35,6506.0,6509.2,252.02,1642576.54
117,2018-11-07 02:00:00,BTCUSD,6528.44,6532.35,6517.02,6517.36,258.03,1683989.36
118,2018-11-07 01:00:00,BTCUSD,6500.0,6528.44,6500.0,6528.44,259.7,1691251.91
119,2018-11-07 12:00:00,BTCUSD,6448.5,6540.0,6448.5,6500.0,1354.54,8797749.69
120,2018-11-06 23:00:00,BTCUSD,6437.0,6448.5,6436.61,6448.5,289.37,1863778.4
121,2018-11-06 22:00:00,BTCUSD,6421.41,6445.0,6421.4,6437.0,288.12,1853262.53
122,2018-11-06 21:00:00,BTCUSD,6418.55,6421.42,6418.54,6421.41,354.72,2277083.4
123,2018-11-06 20:00:00,BTCUSD,6416.82,6419.2,6416.11,6418.55,251.27,1612538.15
124,2018-11-06 19:00:00,BTCUSD,6424.62,6424.62,6416.82,6416.82,259.58,1666834.45
125,2018-11-06 18:00:00,BTCUSD,6424.58,6435.0,6422.26,6424.62,469.8,3019292.78
126,2018-11-06 17:00:00,BTCUSD,6422.07,6425.04,6421.65,6424.58,224.37,1441422.94
127,2018-11-06 16:00:00,BTCUSD,6428.01,6428.01,6417.88,6422.07,216.03,1387513.24
128,2018-11-06 15:00:00,BTCUSD,6418.0,6437.0,6416.82,6428.01,543.65,3494704.18
129,2018-11-06 14:00:00,BTCUSD,6408.0,6420.11,6407.99,6418.0,252.64,1621026.18
130,2018-11-06 13:00:00,BTCUSD,6408.6,6415.0,6405.62,6408.0,201.11,1289263.14
131,2018-11-06 00:00:00,BTCUSD,6398.01,6418.47,6396.81,6408.6,191.64,1228062.69
132,2018-11-06 11:00:00,BTCUSD,6414.58,6415.0,6393.43,6398.01,107.21,686747.3
133,2018-11-06 10:00:00,BTCUSD,6430.0,6449.65,6409.44,6414.58,216.47,1392020.53
134,2018-11-06 09:00:00,BTCUSD,6410.3,6430.0,6410.0,6430.0,172.07,1104741.53
135,2018-11-06 08:00:00,BTCUSD,6398.58,6420.99,6398.45,6410.3,225.82,1447482.87
136,2018-11-06 07:00:00,BTCUSD,6404.24,6404.25,6398.14,6398.58,80.42,514750.21
137,2018-11-06 06:00:00,BTCUSD,6397.0,6404.99,6395.0,6404.24,74.83,478855.24
138,2018-11-06 05:00:00,BTCUSD,6396.11,6400.78,6395.49,6397.0,87.54,560093.19
139,2018-11-06 04:00:00,BTCUSD,6392.7,6398.67,6389.0,6396.11,137.52,879204.48
140,2018-11-06 03:00:00,BTCUSD,6397.7,6399.28,6387.82,6392.7,121.8,778392.48
141,2018-11-06 02:00:00,BTCUSD,6407.14,6407.98,6395.0,6397.7,142.51,912343.9
142,2018-11-06 01:00:00,BTCUSD,6406.18,6409.0,6403.0,6407.14,123.07,788484.26
143,2018-11-06 12:00:00,BTCUSD,6404.0,6409.99,6403.99,6406.18,226.12,1448630.26
144,2018-11-05 23:00:00,BTCUSD,6399.99,6404.0,6395.74,6404.0,240.32,1538765.62
145,2018-11-05 22:00:00,BTCUSD,6400.0,6400.0,6388.17,6399.99,192.8,1232968.6
146,2018-11-05 21:00:00,BTCUSD,6397.14,6400.0,6397.13,6400.0,210.48,1346722.73
147,2018-11-05 20:00:00,BTCUSD,6379.64,6400.03,6379.6,6397.14,266.86,1705667.46
148,2018-11-05 19:00:00,BTCUSD,6373.5,6383.97,6373.49,6379.64,174.02,1109886.81
149,2018-11-05 18:00:00,BTCUSD,6387.43,6390.86,6372.0,6373.5,357.12,2278641.53
150,2018-11-05 17:00:00,BTCUSD,6404.19,6404.38,6385.72,6387.43,228.93,1463755.4
151,2018-11-05 16:00:00,BTCUSD,6406.85,6409.51,6403.72,6404.19,169.89,1088028.26
152,2018-11-05 15:00:00,BTCUSD,6404.44,6417.45,6404.43,6406.85,244.04,1564340.42
153,2018-11-05 14:00:00,BTCUSD,6413.01,6417.5,6402.0,6404.44,242.59,1555241.67
154,2018-11-05 13:00:00,BTCUSD,6407.24,6422.39,6404.5,6413.01,198.94,1275949.06
155,2018-11-05 00:00:00,BTCUSD,6397.26,6410.01,6396.05,6407.24,196.95,1261423.89
156,2018-11-05 11:00:00,BTCUSD,6395.09,6400.0,6395.08,6397.26,64.08,409946.67
157,2018-11-05 10:00:00,BTCUSD,6397.2,6401.5,6392.84,6395.09,48.99,313464.53
158,2018-11-05 09:00:00,BTCUSD,6388.01,6402.39,6388.0,6397.2,48.17,308121.29
159,2018-11-05 08:00:00,BTCUSD,6411.08,6411.17,6388.0,6388.01,79.8,510749.41
160,2018-11-05 07:00:00,BTCUSD,6414.97,6414.97,6410.44,6411.08,39.97,256330.29
161,2018-11-05 06:00:00,BTCUSD,6408.9,6414.97,6408.01,6414.97,65.01,416865.68
162,2018-11-05 05:00:00,BTCUSD,6407.45,6408.97,6406.5,6408.9,59.86,383588.51
163,2018-11-05 04:00:00,BTCUSD,6410.0,6410.01,6406.4,6407.45,112.68,722023.07
164,2018-11-05 03:00:00,BTCUSD,6421.04,6421.2,6410.0,6410.0,113.57,728878.3
165,2018-11-05 02:00:00,BTCUSD,6419.01,6421.09,6413.01,6421.04,124.22,797312.42
166,2018-11-05 01:00:00,BTCUSD,6439.98,6439.99,6416.06,6419.01,167.73,1078645.05
167,2018-11-05 12:00:00,BTCUSD,6423.28,6439.99,6423.28,6439.98,231.2,1486140.7
168,2018-11-04 23:00:00,BTCUSD,6411.01,6424.0,6411.0,6423.28,174.98,1123219.09
169,2018-11-04 22:00:00,BTCUSD,6413.55,6417.11,6411.0,6411.01,179.69,1152455.86
170,2018-11-04 21:00:00,BTCUSD,6413.44,6419.74,6411.4,6413.55,123.72,793836.78
171,2018-11-04 20:00:00,BTCUSD,6426.82,6427.38,6411.05,6413.44,156.5,1004827.43
172,2018-11-04 19:00:00,BTCUSD,6434.98,6440.0,6426.81,6426.82,200.15,1287341.04
173,2018-11-04 18:00:00,BTCUSD,6413.23,6464.15,6413.22,6434.98,535.27,3447776.45
174,2018-11-04 17:00:00,BTCUSD,6406.01,6419.76,6401.33,6413.23,181.7,1164656.55
175,2018-11-04 16:00:00,BTCUSD,6432.88,6432.88,6403.0,6406.01,364.97,2340987.47
176,2018-11-04 15:00:00,BTCUSD,6351.0,6440.0,6350.99,6432.88,595.11,3799899.88
177,2018-11-04 14:00:00,BTCUSD,6350.0,6351.0,6341.29,6351.0,101.86,646529.57
178,2018-11-04 13:00:00,BTCUSD,6345.0,6350.0,6342.05,6350.0,92.7,588241.64
179,2018-11-04 00:00:00,BTCUSD,6343.75,6345.03,6343.75,6345.0,49.23,312342.69
180,2018-11-04 11:00:00,BTCUSD,6338.99,6344.39,6338.98,6343.75,47.02,298167.34
181,2018-11-04 10:00:00,BTCUSD,6336.07,6340.0,6335.66,6338.99,41.02,259974.72
182,2018-11-04 09:00:00,BTCUSD,6342.0,6342.2,6335.32,6336.07,46.94,297590.32
183,2018-11-04 08:00:00,BTCUSD,6337.72,6342.0,6337.71,6342.0,32.5,206012.7
184,2018-11-04 07:00:00,BTCUSD,6335.69,6341.51,6335.69,6337.72,31.73,201152.44
185,2018-11-04 06:00:00,BTCUSD,6334.0,6345.0,6332.21,6335.69,206.88,1311140.86
186,2018-11-04 05:00:00,BTCUSD,6330.38,6334.0,6329.44,6334.0,60.76,384708.91
187,2018-11-04 04:00:00,BTCUSD,6331.73,6332.66,6330.0,6330.38,80.8,511538.0
188,2018-11-04 03:00:00,BTCUSD,6332.5,6333.29,6331.47,6331.73,80.51,509855.59
189,2018-11-04 02:00:00,BTCUSD,6329.75,6332.5,6327.94,6332.5,114.7,726069.04
190,2018-11-04 01:00:00,BTCUSD,6326.67,6331.13,6326.62,6329.75,97.36,616180.78
191,2018-11-04 12:00:00,BTCUSD,6331.96,6331.97,6314.82,6326.67,189.13,1196324.77
192,2018-11-03 23:00:00,BTCUSD,6334.93,6336.5,6329.47,6331.96,122.69,777007.0
193,2018-11-03 22:00:00,BTCUSD,6332.47,6335.41,6332.47,6334.93,96.08,608555.66
194,2018-11-03 21:00:00,BTCUSD,6340.0,6340.0,6329.0,6332.47,191.96,1215923.48
195,2018-11-03 20:00:00,BTCUSD,6331.51,6340.0,6331.5,6340.0,105.21,666804.68
196,2018-11-03 19:00:00,BTCUSD,6329.59,6334.25,6327.38,6331.51,120.97,765866.64
197,2018-11-03 18:00:00,BTCUSD,6326.52,6329.89,6325.0,6329.59,130.12,823204.37
198,2018-11-03 17:00:00,BTCUSD,6327.54,6330.0,6326.01,6326.52,109.16,690894.07
199,2018-11-03 16:00:00,BTCUSD,6329.94,6329.94,6326.74,6327.54,94.26,596475.02
200,2018-11-03 15:00:00,BTCUSD,6327.68,6330.0,6326.65,6329.94,121.71,770271.54
201,2018-11-03 14:00:00,BTCUSD,6324.01,6329.78,6323.74,6327.68,110.78,700988.24
202,2018-11-03 13:00:00,BTCUSD,6326.88,6335.0,6318.0,6324.01,129.44,818795.61
203,2018-11-03 00:00:00,BTCUSD,6328.51,6332.87,6326.87,6326.88,82.29,520860.17
204,2018-11-03 11:00:00,BTCUSD,6330.01,6334.61,6325.56,6328.51,58.69,371510.46
205,2018-11-03 10:00:00,BTCUSD,6331.03,6333.95,6325.0,6330.01,52.93,335007.75
206,2018-11-03 09:00:00,BTCUSD,6343.5,6343.5,6315.91,6331.03,264.7,1675001.04
207,2018-11-03 08:00:00,BTCUSD,6343.04,6346.66,6341.34,6343.5,31.24,198206.27
208,2018-11-03 07:00:00,BTCUSD,6340.49,6343.48,6340.32,6343.04,35.6,225801.6
209,2018-11-03 06:00:00,BTCUSD,6340.01,6343.36,6340.0,6340.49,49.79,315767.74
210,2018-11-03 05:00:00,BTCUSD,6337.01,6343.37,6337.0,6340.01,59.68,378408.48
211,2018-11-03 04:00:00,BTCUSD,6342.22,6343.37,6334.74,6337.01,100.72,638449.54
212,2018-11-03 03:00:00,BTCUSD,6345.0,6347.41,6341.18,6342.22,112.19,711876.57
213,2018-11-03 02:00:00,BTCUSD,6348.5,6351.6,6341.27,6345.0,100.89,640285.99
214,2018-11-03 01:00:00,BTCUSD,6346.12,6351.7,6345.0,6348.5,100.66,638922.46
215,2018-11-03 12:00:00,BTCUSD,6349.8,6350.82,6343.39,6346.12,109.01,691937.49
216,2018-11-02 23:00:00,BTCUSD,6345.83,6353.53,6341.44,6349.8,133.9,850007.39
217,2018-11-02 22:00:00,BTCUSD,6354.38,6354.5,6344.99,6345.83,193.36,1228142.1
218,2018-11-02 21:00:00,BTCUSD,6351.22,6355.0,6350.3,6354.38,159.33,1012309.12
219,2018-11-02 20:00:00,BTCUSD,6354.95,6355.0,6350.0,6351.22,158.35,1006053.26
220,2018-11-02 19:00:00,BTCUSD,6353.94,6357.31,6347.93,6354.95,193.7,1230362.85
221,2018-11-02 18:00:00,BTCUSD,6348.98,6354.42,6348.22,6353.94,167.51,1064208.73
222,2018-11-02 17:00:00,BTCUSD,6351.75,6358.79,6348.72,6348.98,179.22,1138832.32
223,2018-11-02 16:00:00,BTCUSD,6359.99,6365.0,6350.83,6351.75,182.67,1161462.54
224,2018-11-02 15:00:00,BTCUSD,6364.01,6372.61,6359.67,6359.99,233.22,1484674.59
225,2018-11-02 14:00:00,BTCUSD,6358.8,6364.88,6355.39,6364.01,136.46,867904.41
226,2018-11-02 13:00:00,BTCUSD,6344.99,6360.93,6344.99,6358.8,257.39,1636558.41
227,2018-11-02 00:00:00,BTCUSD,6345.0,6349.99,6341.27,6344.99,112.68,715068.26
228,2018-11-02 11:00:00,BTCUSD,6339.99,6345.52,6339.99,6345.0,79.53,504495.67
229,2018-11-02 10:00:00,BTCUSD,6339.33,6343.15,6334.01,6339.99,60.78,385295.85
230,2018-11-02 09:00:00,BTCUSD,6345.89,6345.89,6333.94,6339.33,355.78,2256515.26
231,2018-11-02 08:00:00,BTCUSD,6349.89,6350.0,6345.88,6345.89,57.42,364607.11
232,2018-11-02 07:00:00,BTCUSD,6352.14,6353.88,6345.84,6349.89,83.57,530688.25
233,2018-11-02 06:00:00,BTCUSD,6356.34,6356.35,6350.17,6352.14,60.18,382417.0
234,2018-11-02 05:00:00,BTCUSD,6355.01,6356.94,6355.0,6356.34,68.46,435092.62
235,2018-11-02 04:00:00,BTCUSD,6358.5,6365.7,6355.0,6355.01,132.74,844333.29
236,2018-11-02 03:00:00,BTCUSD,6357.38,6359.62,6354.0,6358.5,161.12,1024181.94
237,2018-11-02 02:00:00,BTCUSD,6369.01,6369.99,6346.77,6357.38,317.87,2021541.43
238,2018-11-02 01:00:00,BTCUSD,6378.77,6378.77,6366.48,6369.01,279.82,1782592.14
239,2018-11-02 12:00:00,BTCUSD,6343.99,6378.77,6343.99,6378.77,237.98,1512337.89
240,2018-11-01 23:00:00,BTCUSD,6339.75,6349.99,6337.97,6343.99,302.36,1917822.81
241,2018-11-01 22:00:00,BTCUSD,6346.01,6349.89,6335.19,6339.75,167.66,1063180.45
242,2018-11-01 21:00:00,BTCUSD,6337.23,6360.0,6330.06,6346.01,248.38,1574735.5
243,2018-11-01 20:00:00,BTCUSD,6319.98,6337.37,6318.26,6337.23,341.01,2157087.57
244,2018-11-01 19:00:00,BTCUSD,6313.96,6327.0,6313.71,6319.98,340.0,2148545.96
245,2018-11-01 18:00:00,BTCUSD,6309.99,6315.18,6309.98,6313.96,227.06,1433465.92
246,2018-11-01 17:00:00,BTCUSD,6305.0,6309.99,6304.24,6309.99,204.19,1287906.1
247,2018-11-01 16:00:00,BTCUSD,6305.26,6305.64,6300.89,6305.0,186.35,1174713.69
248,2018-11-01 15:00:00,BTCUSD,6307.51,6309.0,6304.81,6305.26,150.0,945982.82
249,2018-11-01 14:00:00,BTCUSD,6304.01,6307.72,6303.25,6307.51,243.28,1533938.25
250,2018-11-01 13:00:00,BTCUSD,6307.5,6307.51,6304.0,6304.01,385.72,2432445.08
251,2018-11-01 00:00:00,BTCUSD,6308.92,6308.92,6307.5,6307.5,153.25,966679.47
252,2018-11-01 11:00:00,BTCUSD,6308.22,6308.92,6307.9,6308.92,91.78,578997.26
253,2018-11-01 10:00:00,BTCUSD,6307.32,6308.22,6307.31,6308.22,74.57,470360.13
254,2018-11-01 09:00:00,BTCUSD,6301.93,6307.32,6301.93,6307.32,75.55,476434.73
255,2018-11-01 08:00:00,BTCUSD,6307.32,6307.32,6301.36,6301.93,302.1,1904512.51
256,2018-11-01 07:00:00,BTCUSD,6305.45,6307.32,6299.37,6307.32,164.11,1034383.18
257,2018-11-01 06:00:00,BTCUSD,6295.0,6305.45,6294.01,6305.45,167.5,1054891.61
258,2018-11-01 05:00:00,BTCUSD,6299.12,6300.45,6295.0,6295.0,55.41,349039.54
259,2018-11-01 04:00:00,BTCUSD,6297.51,6299.15,6293.44,6299.12,73.74,464373.25
260,2018-11-01 03:00:00,BTCUSD,6302.43,6302.43,6296.1,6297.51,97.61,614842.17
261,2018-11-01 02:00:00,BTCUSD,6303.12,6304.72,6297.0,6302.43,136.36,859097.45
262,2018-11-01 01:00:00,BTCUSD,6305.41,6305.62,6301.85,6303.12,76.74,483759.84
263,2018-11-01 12:00:00,BTCUSD,6304.18,6307.85,6298.34,6305.41,130.98,825645.28
264,2018-10-31 23:00:00,BTCUSD,6312.66,6313.0,6304.17,6304.18,158.15,997810.85
265,2018-10-31 22:00:00,BTCUSD,6304.66,6313.33,6304.66,6312.66,284.26,1793229.9
266,2018-10-31 21:00:00,BTCUSD,6301.0,6304.67,6296.37,6304.66,153.41,966618.25
267,2018-10-31 20:00:00,BTCUSD,6304.09,6307.4,6300.03,6301.0,183.07,1153838.07
268,2018-10-31 19:00:00,BTCUSD,6302.43,6305.72,6295.6,6304.09,188.44,1187516.78
269,2018-10-31 18:00:00,BTCUSD,6295.58,6304.99,6293.01,6302.43,211.86,1334867.17
